Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 2;PICHINCHA;PEDRO_MONCAYO;CAYAMBE;TABACUNDO;5/9/2014;3:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;234;CORTO PUNZANTE;RIÑAS
ZONA 1;CARCHI;TULCAN;TULCAN;TUFINO;2/9/2014;18:00;Homicidios;54;MASCULINO;CASADO;ECUADOR;615;CARTUCHERA          ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;6/9/2014;4:00;Asesinatos;34;MASCULINO;UNION LIBRE;ECUADOR;542;NINGUNA;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;7/9/2014;6:00;Homicidios;63;MASCULINO;SOLTERO;ECUADOR;412;MACHETE             ;LITIGIO DE TIERRAS
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VICTORIA;5/9/2014;18:53;Asesinatos;50;MASCULINO;CASADO;ECUADOR;619;REVOLVER            ;AMENAZA
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;7/9/2014;10:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;179;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;7/9/2014;12:15;Homicidios;39;MASCULINO;SOLTERO;ECUADOR;58;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;7/9/2014;6:00;Homicidios;38;MASCULINO;SOLTERO;ECUADOR;158;REVOLVER            ;DEUDAS
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;ZAPOTAL;7/9/2014;6:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR;194;CUCHILLO            ;ROBO A PERSONAS
ZONA 7;LOJA;QUILANGA;CALVAS;SAN ANTONIO DE LAS ARADAS;7/9/2014;0:10;Homicidios;37;MASCULINO;CASADO;ECUADOR;91;NINGUNA;VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA)
ZONA 4;MANABI;MANTA;MANTA;CENTRO;7/9/2014;12:00;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR;37;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;7/9/2014;23:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;23;NINGUNA;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;COLECTIVA;7/9/2014;22:30;Homicidios;30;MASCULINO;SOLTERO;ECUADOR;272;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE NORTE;7/9/2014;6:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;577;NINGUNA;SENTIMENTAL
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;7/9/2014;18:30;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;638;NINGUNA;SENTIMENTAL
ZONA 7;EL_ORO;PASAJE;PASAJE;BUENA VISTA;7/9/2014;22:05;Asesinatos;53;MASCULINO;CASADO;ECUADOR;456;CUCHILLO            ;RIÑAS
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;LETAMENDI;7/9/2014;17:30;Femicidios;37;FEMENINO;CASADO;ECUADOR;625;PALO;RIÑAS
ZONA 6;AZUAY;CUENCA;CUENCA SUR;HUAYNA CAPAC;8/9/2014;6:55;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;68;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;8/9/2014;19:30;Asesinatos;55;FEMENINO;SOLTERO;ECUADOR;179;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VENEZUELA;9/9/2014;20:00;Asesinatos;26;MASCULINO;UNION LIBRE;REPUBLICA DOMINICANA;147;CUCHILLO            ;SENTIMENTAL
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;SANTA ROSA OESTE;11/9/2014;0:45;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;196;CUCHILLO            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MUCHO LOTE;17/8/2014;10:45;Homicidios;85;MASCULINO;CASADO;ECUADOR;69;CUCHILLO            ;AMENAZA
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;PUCARA;10/9/2014;11:30;Homicidios;57;MASCULINO;CASADO;ECUADOR;37;MACHETE             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MUCHO LOTE;11/9/2014;13:40;Asesinatos;65;MASCULINO;CASADO;ECUADOR;25;MACHETE             ;RIÑAS
ZONA 9;PICHINCHA;QUITO;CALDERON;CARAPUNGO;10/9/2014;14:00;Homicidios;19;MASCULINO;SOLTERO;ECUADOR;227;CORTO PUNZANTE;RIÑAS
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;11/9/2014;18:00;Asesinatos;65;FEMENINO;VIUDO;ECUADOR;500;CORTO PUNZANTE;SENTIMENTAL
ZONA 4;MANABI;CHONE;CHONE;RICAURTE;11/9/2014;16:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;653;NINGUNA;SECUESTRO EXPRESS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;12/9/2014;4:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;445;ESCOPETA            ;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;TERMINAL DE BOMBEO;12/9/2014;9:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;599;REVOLVER            ;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;CONCORDIA NORTE;12/9/2014;19:30;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;159;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;12/9/2014;20:20;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;136;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;DAULE;DAULE;DAULE CENTRO;13/9/2014;18:00;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR;50;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FORTIN;13/9/2014;21:30;Femicidios;27;FEMENINO;CASADO;ECUADOR;185;PISTOLA             ;AMENAZA
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;BARRIAL BLANCO;14/9/2014;18:00;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR;99;OTRO;DEUDAS
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;14/9/2014;17:00;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR;43;PISTOLA             ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;14/9/2014;20:30;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR;25;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;FLORIDA;14/9/2014;22:37;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;225;REVOLVER            ;DEUDAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;15/9/2014;12:35;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;489;NAVAJA;RIÑAS
ZONA 9;PICHINCHA;QUITO;LA DELICIA;SAN ANTONIO BAJO;16/9/2014;1:00;Homicidios;61;MASCULINO;VIUDO;ECUADOR;638;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;17/9/2014;0:50;Homicidios;40;MASCULINO;SOLTERO;ECUADOR;451;REVOLVER            ;AMENAZA
ZONA 7;EL_ORO;PASAJE;PASAJE;OCHOA LEON;18/9/2014;18:10;Homicidios;38;MASCULINO;CASADO;ECUADOR;539;PISTOLA             ;ACTOS DE ODIO
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;CONCORDIA NORTE;18/9/2014;22:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;161;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;NUEVO PORTOVIEJO;18/9/2014;20:30;Asesinatos;72;MASCULINO;CASADO;ECUADOR;59;CARTUCHERA          ;ROBO A UNIDADES ECONÓMICAS
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;EL GUABITO;18/9/2014;18:45;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR;148;OBJETO CONTUSO;RIÑAS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;16/9/2014;19:30;Sicariatos;39;FEMENINO;SOLTERO;ECUADOR;171;MACHETE             ;AMENAZA
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;PUERTO INCA;20/9/2014;0:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;104;CUCHILLO            ;ROBO DE MOTOS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE ESTE;20/9/2014;19:10;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;52;CUCHILLO            ;RIÑAS
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SUCRE;21/9/2014;2:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;21;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;21/9/2014;5:00;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;246;CARTUCHERA          ;RIÑAS
ZONA 4;MANABI;CHONE;CHONE;BOYACA;21/9/2014;3:20;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;656;CUERDA;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VENEZUELA;21/9/2014;18:00;Homicidios;55;MASCULINO;CASADO;ECUADOR;487;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;VINCES;VINCES;ANTONIO SOTOMAYOR;21/9/2014;15:30;Asesinatos;53;MASCULINO;CASADO;ECUADOR;483;ROCA;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;CENTRO;22/9/2014;22:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;585;REVOLVER            ;EMOCIONAL
ZONA 7;EL_ORO;MACHALA;MACHALA;LAS KATYAS;24/9/2014;1:15;Asesinatos;49;FEMENINO;CASADO;ECUADOR;175;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GUAYACAN;23/9/2014;22:40;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;115;PISTOLA             ;RIÑAS
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS SUR;23/9/2014;21:00;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;160;PISTOLA             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;SAUCES;25/9/2014;18:30;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR;105;MACHETE             ;RIÑAS
ZONA 5;LOS_RIOS;VENTANAS;VENTANAS;VENTANAS NORTE;25/9/2014;20:30;Asesinatos;35;MASCULINO;UNION LIBRE;ECUADOR;31;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 7;LOJA;LOJA;LOJA;EL VALLE;26/9/2014;11:35;Sicariatos;35;MASCULINO;SOLTERO;ECUADOR;39;CINTA DE EMBALAJE;ROBO DE CARROS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;28/9/2014;0:20;Asesinatos;30;MASCULINO;UNION LIBRE;COLOMBIA;26;PISTOLA             ;DEFENSA PROPIA
ZONA 2;NAPO;TENA;TENA;MISAHUALLI;9/8/2014;16:30;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;225;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;28/9/2014;9:50;Asesinatos;41;MASCULINO;CASADO;ECUADOR;577;CUCHILLO            ;SENTIMENTAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;SANTA MARIA;28/9/2014;10:30;Femicidios;29;FEMENINO;SOLTERO;ECUADOR;438;REVOLVER            ;ROBO DE MOTOS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;SANTA MARIA;28/9/2014;10:30;Femicidios;47;FEMENINO;SOLTERO;ECUADOR;490;MACHETE             ;ACTOS DE ODIO
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;28/9/2014;4:50;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;571;PISTOLA             ;EMOCIONAL
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;28/9/2014;1:00;Asesinatos;40;MASCULINO;UNION LIBRE;COLOMBIA;146;NINGUNA;SENTIMENTAL
ZONA 5;SANTA_ELENA;SALINAS;LIBERTAD SALINAS;PUERTO AGUAJE;28/9/2014;1:00;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR;126;PISTOLA             ;ROBO A UNIDADES ECONÓMICAS
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;LITA;27/9/2014;2:31;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;108;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;30/8/2014;8:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;155;OBJETO CONTUSO;AMENAZA
ZONA 3;COTOPAXI;SIGCHOS;SIGCHOS;LAS PAMPAS;30/6/2014;14:00;Homicidios;19;MASCULINO;SOLTERO;ECUADOR;31;CUCHILLO            ;ACTOS DE ODIO
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;ANCHAYACU;30/9/2014;6:15;Asesinatos;41;MASCULINO;CASADO;ECUADOR;45;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;JUAN MONTALVO;30/9/2014;21:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;34;NINGUNA;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;30/9/2014;19:20;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;208;REVOLVER            ;AMENAZA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;1/10/2014;21:00;Homicidios;51;MASCULINO;SOLTERO;ECUADOR;625;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;JUAN MONTALVO;30/9/2014;21:30;Asesinatos;27;MASCULINO;CASADO;ECUADOR;463;PRENDA TEXTIL;RIÑAS
ZONA 9;PICHINCHA;QUITO;QUITUMBE;CHILLOGALLO;1/10/2014;2:00;Homicidios;79;FEMENINO;SOLTERO;ECUADOR;531;OTRO;ROBO A PERSONAS
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;2/10/2014;6:09;Asesinatos;27;MASCULINO;UNION LIBRE;ECUADOR;582;PRENDA TEXTIL;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;7/9/2014;1:20;Homicidios;63;MASCULINO;CASADO;ECUADOR;180;MACHETE             ;ROBO A DOMICILIOS
ZONA 7;LOJA;GONZANAMA;CALVAS;NAMBACOLA;4/10/2014;5:30;Homicidios;59;MASCULINO;SOLTERO;ECUADOR;173;MACHETE             ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;BELLAVISTA;4/10/2014;21:30;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;108;REVOLVER            ;ROBO DE MOTOS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;VALLE HERMOSO;5/10/2014;3:50;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;36;REVOLVER            ;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;1/10/2014;16:30;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;94;MACHETE             ;AMENAZA
ZONA 1;IMBABURA;PIMAMPIRO;CIUDAD BLANCA;PIMAMPIRO;5/10/2014;5:00;Femicidios;25;FEMENINO;SOLTERO;ECUADOR;39;ESCOPETA            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;6/10/2014;6:45;Homicidios;52;MASCULINO;SOLTERO;ECUADOR;20;PUÑAL;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;9 DE OCTUBRE;7/10/2014;20:30;Asesinatos;72;MASCULINO;CASADO;ECUADOR;177;NINGUNA;MALTRATO
ZONA 5;GUAYAS;NARANJITO;NARANJITO MARCELINO MARIDUENA;NARANJITO ESTE;5/10/2014;18:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;609;MACHETE             ;ROBO A DOMICILIOS
ZONA 7;EL_ORO;BALSAS;PINAS;BALSAS;8/10/2014;18:00;Homicidios;3;MASCULINO;SOLTERO;ECUADOR;434;REVOLVER            ;ROBO A PERSONAS
ZONA 7;EL_ORO;BALSAS;PINAS;BALSAS;8/10/2014;18:00;Homicidios;4;FEMENINO;SOLTERO;ECUADOR;504;NINGUNA;ROBO A PERSONAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;9/10/2014;11:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;542;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;9/10/2014;20:16;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;164;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;9/10/2014;21:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;112;PISTOLA             ;AMENAZA
ZONA 7;ZAMORA_CHINCHIPE;PALANDA;CHINCHIPE;PALANDA;8/10/2014;18:40;Homicidios;57;MASCULINO;CASADO;ECUADOR;105;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;10/10/2014;11:00;Asesinatos;28;MASCULINO;CASADO;ECUADOR;150;REVOLVER            ;DEUDAS
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;9/10/2014;0:00;Femicidios;29;FEMENINO;SOLTERO;ECUADOR;25;MACHETE             ;ROBO A DOMICILIOS
ZONA 2;NAPO;QUIJOS;EL VALLE DE QUIJOS;PAPALLACTA;10/10/2014;13:00;Asesinatos;49;FEMENINO;DIVORCIADO;ECUADOR;34;ESCOPETA            ;ROBO A DOMICILIOS
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LA PRIMAVERA;10/10/2014;23:00;Asesinatos;41;MASCULINO;CASADO;ECUADOR;28;ESCOPETA            ;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;10/10/2014;16:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;206;OBJETO CONTUSO;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ALBORADA;11/10/2014;0:50;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;683;PISTOLA             ;SENTIMENTAL
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;11/10/2014;19:30;Asesinatos;73;MASCULINO;DIVORCIADO;FRANCIA                                           ;485;NINGUNA;EMOCIONAL
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;12/10/2014;1:30;Homicidios;23;MASCULINO;SOLTERO;ECUADOR;397;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;GARAY;11/10/2014;4:45;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;573;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;11/10/2014;20:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;150;PISTOLA             ;AMENAZA
ZONA 6;AZUAY;CUENCA;CUENCA SUR;EL VALLE;12/10/2014;18:30;Homicidios;30;MASCULINO;CASADO;ECUADOR;162;REVOLVER            ;EMOCIONAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;21/8/2014;20:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;101;PISTOLA             ;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;14/8/2014;4:00;Homicidios;26;MASCULINO;NO DETERMINADO;ECUADOR;99;NINGUNA;RIÑAS
ZONA 6;CANAR;DELEG;AZOGUES;DELEG;13/10/2014;1:30;Asesinatos;56;MASCULINO;SOLTERO;ECUADOR;34;CUCHILLO            ;AMENAZA
ZONA 6;CANAR;DELEG;AZOGUES;DELEG;13/10/2014;1:00;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR;33;PISTOLA             ;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;SABANA;15/10/2014;0:30;Asesinatos;32;MASCULINO;CASADO;ECUADOR;20;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE ESTE;16/10/2014;22:40;Asesinatos;34;MASCULINO;DIVORCIADO;ECUADOR;178;PISTOLA             ;RIÑAS
ZONA 5;SANTA_ELENA;LA_LIBERTAD;LIBERTAD SALINAS;VIRGEN DEL CARMEN;16/10/2014;20:10;Asesinatos;43;FEMENINO;UNION LIBRE;ECUADOR;693;NINGUNA;MALTRATO
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;18/10/2014;1:00;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;510;ROCA;RIÑAS
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;17/10/2014;18:05;Homicidios;33;MASCULINO;CASADO;ECUADOR;416;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/10/2014;11:40;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR;504;ROCA;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;LA BELLEZA;13/9/2014;18:30;Asesinatos;59;MASCULINO;SOLTERO;ECUADOR;172;CUCHILLO            ;RIÑAS
ZONA 5;GUAYAS;SALITRE;SALITRE;VICTORIA;18/10/2014;18:00;Sicariatos;42;MASCULINO;SOLTERO;ECUADOR;157;CARTUCHERA          ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;19/10/2014;23:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;102;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;19/10/2014;20:00;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;93;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;19/10/2014;20:00;Asesinatos;41;FEMENINO;SOLTERO;ECUADOR;30;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;19/10/2014;23:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;29;NINGUNA;SENTIMENTAL
ZONA 5;BOLIVAR;CHIMBO;SAN MIGUEL;MAGDALENA;19/10/2014;10:30;Asesinatos;59;MASCULINO;SOLTERO;ECUADOR;28;REVOLVER            ;SENTIMENTAL
ZONA 5;GUAYAS;DAULE;DAULE;LA YOLITA;20/10/2014;0:00;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;225;ESCOPOLAMINA;ROBO DE CARROS
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;LIMONES;20/10/2014;12:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;745;PISTOLA             ;AMENAZA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;18/10/2014;21:00;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;616;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/10/2014;7:00;Femicidios;34;FEMENINO;SOLTERO;ECUADOR;451;NINGUNA;MALTRATO
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN PEDRO;7/10/2014;7:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;554;OBJETO CONTUSO;ROBO A DOMICILIOS
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;POMPEYA;4/10/2014;20:20;Asesinatos;11;FEMENINO;SOLTERO;ECUADOR;204;NINGUNA;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;21/10/2014;20:30;Femicidios;39;FEMENINO;SOLTERO;ECUADOR;164;NINGUNA;RIÑAS
ZONA 1;SUCUMBIOS;GONZALO_PIZARRO;SUCUMBIOS;LUMBAQUI;22/10/2014;9:45;Homicidios;34;MASCULINO;CASADO;ECUADOR;108;CORTO PUNZANTE;RIÑAS
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;LETAMENDI;24/10/2014;2:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;102;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;LOS_RIOS;MONTALVO;BABAHOYO;MONTALVO;24/10/2014;11:30;Homicidios;53;MASCULINO;UNION LIBRE;ECUADOR;33;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;DAMMER;24/10/2014;8:40;Homicidios;26;MASCULINO;NO DETERMINADO;COLOMBIA;29;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO SUR;24/10/2014;18:08;Homicidios;30;MASCULINO;CASADO;ECUADOR;17;CORTO PUNZANTE;AMENAZA
ZONA 3;TUNGURAHUA;SAN_PEDRO_DE_PELILEO;PATATE;EL TAMBO;24/10/2014;18:45;Femicidios;22;FEMENINO;CASADO;ECUADOR;168;PISTOLA             ;DEUDAS
