Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 5;SANTA_ELENA;SALINAS;LIBERTAD SALINAS;SALINAS CENTRO;15/2/2014;20:50;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR;76;PISTOLA             ;AMENAZA
ZONA 7;EL_ORO;MACHALA;MACHALA;PAEZ;16/3/2014;1:00;Asesinatos;32;MASCULINO;CASADO;ECUADOR;22;CUCHILLO            ;ROBO A DOMICILIOS
ZONA 4;MANABI;MANTA;MANTA;TARQUI;10/1/2014;21:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;14;SOGA;VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA)
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;ORQUIDEAS;15/1/2014;0:40;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;184;CUCHILLO            ;RIÑAS
ZONA 2;PICHINCHA;PEDRO_VICENTE_MALDONADO;NOROCCIDENTE;MALDONADO;8/2/2014;10:00;Asesinatos;14;MASCULINO;SOLTERO;ECUADOR;449;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;5/3/2014;1:15;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;398;MACHETE             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;20/1/2014;18:30;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;214;CUCHILLO            ;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;TARQUI;27/3/2014;21:15;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;50;CORTO PUNZANTE;DEFENSA PROPIA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;15/1/2014;;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;169;CORTO PUNZANTE;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;7/4/2014;19:30;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR;179;OTRO;SECUESTRO EXPRESS
ZONA 2;NAPO;TENA;TENA;MISAHUALLI;4/8/2014;19:30;Homicidios;58;MASCULINO;CASADO;ECUADOR;133;MACHETE             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;URDESA;21/1/2014;12:15;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR;77;REVOLVER            ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;VINCES;VINCES;BALZAR DE VINCES;11/1/2014;19:10;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;61;REVOLVER            ;AMENAZA
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;LA CASCADA;5/8/2014;9:30;Homicidios;37;FEMENINO;CASADO;ECUADOR;28;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;6/8/2014;21:20;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;9;CUCHILLO            ;SENTIMENTAL
ZONA 3;PASTAZA;ARAJUNO;ARAJUNO;ARAJUNO SELVA;4/4/2014;10:00;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;194;CORTO PUNZANTE;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NINO;5/1/2014;0:05;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;500;CUERDA;SENTIMENTAL
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;8/3/2014;3:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;488;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;2/1/2014;16:00;Homicidios;53;FEMENINO;SOLTERO;ECUADOR;227;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 3;PASTAZA;ARAJUNO;ARAJUNO;ARAJUNO SELVA;4/4/2014;10:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;249;CABLE;SENTIMENTAL
ZONA 5;LOS_RIOS;VINCES;VINCES;BALZAR DE VINCES;24/2/2014;17:45;Homicidios;34;FEMENINO;SOLTERO;ECUADOR;46;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NINO;18/1/2014;23:30;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;147;CARTUCHERA          ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;24/4/2014;21:40;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;140;REVOLVER            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;8/3/2014;20:00;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;79;PISTOLA             ;ROBO EN EJES VIALES O CARRETERAS
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA BOTA;8/3/2014;23:00;Homicidios;29;MASCULINO;SOLTERO;ECUADOR;79;CUCHILLO            ;RIÑAS
ZONA 6;MORONA_SANTIAGO;MORONA;MORONA;MACAS;10/1/2014;13:25;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR;22;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;26/4/2014;13:30;Asesinatos;34;MASCULINO;DIVORCIADO;ECUADOR;13;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;8/3/2014;23:30;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR;229;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;4/1/2014;6:00;Homicidios;31;MASCULINO;SOLTERO;COLOMBIA;520;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;1/2/2014;21:30;Homicidios;62;MASCULINO;SOLTERO;ECUADOR;495;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;10/3/2014;20:40;Asesinatos;17;FEMENINO;SOLTERO;ECUADOR;233;PISTOLA             ;EMOCIONAL
ZONA 2;PICHINCHA;PUERTO_QUITO;NOROCCIDENTE;PUERTO QUITO NORTE;26/4/2014;17:55;Homicidios;57;MASCULINO;SOLTERO;ECUADOR;58;PISTOLA             ;ACTOS DE ODIO
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;SABANA;31/1/2014;14:00;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;235;PISTOLA             ;ACTOS DE ODIO
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES NORTE;7/5/2014;8:30;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;126;SOGA;ROBO DE CARROS
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;14/1/2014;7:30;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR;144;PISTOLA             ;ACTOS DE ODIO
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;14/1/2014;7:30;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR;76;PISTOLA             ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;27/4/2014;3:35;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;73;CORTO PUNZANTE;RIÑAS
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;BETHLEMITAS;21/1/2014;7:50;Asesinatos;12;FEMENINO;SOLTERO;ECUADOR;25;NINGUNA;DEUDAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;UNIVERSITARIO;12/3/2014;1:30;Homicidios;22;FEMENINO;SOLTERO;ECUADOR;16;OTRO;RIÑAS
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;12/2/2014;0:00;Homicidios;67;FEMENINO;SOLTERO;ECUADOR;192;PISTOLA             ;AMENAZA
ZONA 4;MANABI;BOLIVAR;BOLIVAR JUNIN;CALCETA SUR;28/7/2014;0:00;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR;509;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;TONCHIGUE;7/8/2014;0:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;527;OBJETO CONTUSO;DEUDAS
ZONA 4;MANABI;MANTA;MANTA;TARQUI;22/3/2014;13:14;Asesinatos;30;FEMENINO;CASADO;ECUADOR;226;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;28/2/2014;21:45;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;250;NINGUNA;MALTRATO
ZONA 6;MORONA_SANTIAGO;SUCUA;CENTRO SUR;SUCUA;11/3/2014;14:30;Asesinatos;59;FEMENINO;CASADO;ECUADOR;135;ROCA;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;7/8/2014;21:35;Asesinatos;44;MASCULINO;CASADO;ECUADOR;34;CUCHILLO            ;DEUDAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;8/8/2014;0:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;160;CUCHILLO            ;DEUDAS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;6/8/2014;21:30;Asesinatos;38;MASCULINO;CASADO;ECUADOR;98;CUCHILLO            ;DEFENSA PROPIA
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;BATALLON DEL SUBURBIO;8/8/2014;2:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;72;PISTOLA             ;ROBO DE CARROS
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;PUNIN;8/8/2014;12:00;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR;27;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;8/8/2014;11:15;Homicidios;19;FEMENINO;SOLTERO;ECUADOR;11;CUCHILLO            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;POSORJA;9/8/2014;6:30;Homicidios;18;MASCULINO;SOLTERO;ECUADOR;190;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA SEXTA;8/8/2014;13:00;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;515;CUCHILLO            ;RIÑAS
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;9/8/2014;5:00;Homicidios;30;MASCULINO;CASADO;ECUADOR;485;CUCHILLO            ;AMENAZA
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;PIJULLO;9/8/2014;17:40;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR;218;CUCHILLO            ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;FLORIDA;10/8/2014;2:20;Sicariatos;34;MASCULINO;UNION LIBRE;ECUADOR;277;ESCOPETA            ;ROBO A PERSONAS
ZONA 1;CARCHI;TULCAN;TULCAN;JULIO ANDRADE;8/8/2014;22:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;49;CARTUCHERA          ;ACTOS DE ODIO
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;EL FLORON;10/8/2014;20:30;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;134;PISTOLA             ;RIÑAS
ZONA 6;AZUAY;CUENCA;CUENCA SUR;QUINGEO;10/8/2014;23:20;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR;139;PISTOLA             ;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;10/8/2014;4:00;Sicariatos;21;MASCULINO;SOLTERO;ECUADOR;101;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;23/2/2014;11:00;Homicidios;45;MASCULINO;CASADO;ECUADOR;62;ESCOPETA            ;RIÑAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;11/8/2014;17:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR;19;PUÑAL;AMENAZA
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;PUCARA;12/8/2014;8:00;Femicidios;39;FEMENINO;CASADO;ECUADOR;15;PALO;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CRISTO DEL CONSUELO;16/2/2014;0:30;Asesinatos;16;FEMENINO;SOLTERO;ECUADOR;189;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/8/2014;5:10;Asesinatos;53;MASCULINO;CASADO;ECUADOR;464;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE NORTE;25/4/2014;10:00;Asesinatos;41;FEMENINO;SOLTERO;ECUADOR;524;CUCHILLO            ;RIÑAS
ZONA 4;MANABI;MANTA;MANTA;CENTRO;13/8/2014;20:30;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;226;CUCHILLO            ;SENTIMENTAL
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;COMPLEJO DEPORTIVO;13/8/2014;12:00;Asesinatos;22;FEMENINO;SOLTERO;ECUADOR;280;CINTA DE EMBALAJE;EMOCIONAL
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;18/2/2014;8:00;Homicidios;14;MASCULINO;UNION LIBRE;ECUADOR;59;PALO;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;13/8/2014;10:15;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;131;MACHETE             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;12/1/2014;3:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;176;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;URDESA;14/8/2014;1:00;Asesinatos;52;MASCULINO;CASADO;ECUADOR;105;ROCA;ROBO A PERSONAS
ZONA 3;PASTAZA;PASTAZA;PASTAZA;FATIMA;14/8/2014;11:00;Asesinatos;72;MASCULINO;CASADO;ECUADOR;52;CUCHILLO            ;ROBO A PERSONAS
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;13/8/2014;16:20;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR;14;ROCA;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;CEIBOS;CHONGON;14/8/2014;17:00;Homicidios;50;MASCULINO;SOLTERO;ECUADOR;9;ROCA;RIÑAS
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;13/8/2014;16:00;Asesinatos;20;MASCULINO;NO DETERMINADO;ECUADOR;195;CARTUCHERA          ;ACTOS DE ODIO
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;13/8/2014;16:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;457;CUCHILLO            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;13/8/2014;16:00;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;501;CINTA DE EMBALAJE;LITIGIO DE BIENES
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;13/8/2014;16:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;213;PISTOLA             ;ROBO DE MOTOS
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;15/8/2014;17:30;Asesinatos;58;MASCULINO;SOLTERO;ECUADOR;260;CORTO PUNZANTE;RIÑAS
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;15/8/2014;23:00;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;47;CUCHILLO            ;MALTRATO
ZONA 3;CHIMBORAZO;ALAUSI;ALAUSI;HUIGRA;15/8/2014;12:10;Asesinatos;60;MASCULINO;CASADO;ECUADOR;131;PISTOLA             ;RIÑAS
ZONA 9;PICHINCHA;QUITO;LA DELICIA;CARCELEN;16/8/2014;3:00;Homicidios;25;MASCULINO;UNION LIBRE;ECUADOR;165;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHIMBACALLE;17/8/2014;21:00;Homicidios;43;MASCULINO;CASADO;ECUADOR;113;PALO;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;17/8/2014;6:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;72;CORTO PUNZANTE;RIÑAS
ZONA 5;GUAYAS;ALFREDO_BAQUERIZO_MORENO_(_JUJAN_);JUJAN SIMON BOLIVAR;JUJAN OESTE;17/8/2014;16:00;Homicidios;30;FEMENINO;SOLTERO;ECUADOR;19;OBJETO CONTUSO;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;17/8/2014;17:00;Asesinatos;40;MASCULINO;CASADO;ECUADOR;11;CUCHILLO            ;ROBO A PERSONAS
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;GONZALEZ;17/8/2014;23:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;201;NINGUNA;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;19/8/2014;5:00;Femicidios;22;FEMENINO;SOLTERO;ECUADOR;518;REVOLVER            ;RIÑAS
ZONA 1;ESMERALDAS;QUININDE;QUININDE;VICHE;19/8/2014;6:00;Asesinatos;80;MASCULINO;SOLTERO;ECUADOR;508;REVOLVER            ;AMENAZA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;19/8/2014;19:40;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;327;PISTOLA             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;POSORJA;19/8/2014;11:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;251;NINGUNA;EMOCIONAL
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;19/8/2014;23:30;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;53;CARTUCHERA          ;LITIGIO DE TIERRAS
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;PASOCHOA;17/8/2014;23:01;Asesinatos;14;MASCULINO;SOLTERO;ECUADOR;140;CUCHILLO            ;ROBO A PERSONAS
ZONA 5;BOLIVAR;CHIMBO;SAN MIGUEL;MAGDALENA;13/8/2014;6:00;Asesinatos;59;MASCULINO;DIVORCIADO;ECUADOR;114;REVOLVER            ;LITIGIO DE BIENES
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;21/8/2014;22:30;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;147;NINGUNA;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;LOS ESTEROS;22/8/2014;15:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;52;PISTOLA             ;TRAFICO INTERNACIONAL DE DROGA
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA BOTA;23/8/2014;12:10;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;20;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;23/8/2014;22:09;Sicariatos;35;MASCULINO;SOLTERO;ECUADOR;16;CORTO PUNZANTE;ACTOS DE ODIO
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;AIRE LIBRE;24/8/2014;6:30;Femicidios;37;FEMENINO;SOLTERO;ECUADOR;204;CUCHILLO            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;23/8/2014;11:35;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;540;NINGUNA;RIÑAS
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;24/8/2014;3:30;Homicidios;33;MASCULINO;SOLTERO;ECUADOR;545;REVOLVER            ;LITIGIO DE TIERRAS
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;23/8/2014;11:00;Asesinatos;;MASCULINO;NO DETERMINADO;NO DETERMINADO;355;REVOLVER            ;ROBO A PERSONAS
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;LA CASCADA;24/8/2014;23:00;Asesinatos;34;MASCULINO;CASADO;ECUADOR;265;OTRO;RIÑAS
ZONA 5;GUAYAS;MILAGRO;MILAGRO;CENTRO;24/8/2014;22:00;Homicidios;36;MASCULINO;SOLTERO;ECUADOR;137;REVOLVER            ;RIÑAS
ZONA 3;COTOPAXI;SAN_MIGUEL_DE_SALCEDO;SALCEDO;MULALILLO;26/8/2014;4:00;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;44;PISTOLA             ;ROBO A PERSONAS
ZONA NO DELIMITADA;CANAR;EL_PIEDRERO;EL PIEDRERO;EL PIEDRERO;20/8/2014;9:20;Asesinatos;52;MASCULINO;CASADO;ECUADOR;141;CUCHILLO            ;MALTRATO
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SAN PABLO DE PUEBLO NUEVO;26/8/2014;20:30;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR;101;REVOLVER            ;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;25/8/2014;4:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;50;CINTA DE EMBALAJE;ROBO A DOMICILIOS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;SAN ISIDRO DEL INCA;27/8/2014;19:40;Homicidios;46;FEMENINO;DIVORCIADO;ECUADOR;21;PISTOLA             ;ACTOS DE ODIO
ZONA 5;GUAYAS;NOBOL;DAULE;NOBOL;14/8/2014;0:00;Femicidios;51;FEMENINO;NO DETERMINADO;ECUADOR;20;REVOLVER            ;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;LA TOLITA;29/8/2014;1:00;Femicidios;24;FEMENINO;SOLTERO;ECUADOR;232;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;29/8/2014;8:34;Asesinatos;28;MASCULINO;CASADO;ECUADOR;602;CORTO PUNZANTE;AMENAZA
ZONA 9;PICHINCHA;QUITO;CALDERON;CARAPUNGO;30/8/2014;12:10;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;578;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;CENTRO HISTORICO;30/8/2014;21:47;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;463;PISTOLA             ;AMENAZA
ZONA 6;AZUAY;CUENCA;CUENCA SUR;YANUNCAY;30/8/2014;22:00;Homicidios;37;FEMENINO;SOLTERO;ECUADOR;331;NINGUNA;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CRISTO DEL CONSUELO;30/8/2014;23:30;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;133;ESCOPETA            ;EMOCIONAL
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;CENTRO HISTORICO;31/8/2014;12:30;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;43;REVOLVER            ;ACTOS DE ODIO
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;LA FLORIDA;30/8/2014;10:06;Homicidios;43;MASCULINO;NO DETERMINADO;COLOMBIA;174;CUCHILLO            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;CALDERON;CARAPUNGO;31/8/2014;5:20;Homicidios;25;MASCULINO;CASADO;ECUADOR;116;CARTUCHERA          ;AMENAZA
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;MACHANGARA;31/8/2014;4:30;Homicidios;26;MASCULINO;CASADO;ECUADOR;63;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;31/8/2014;8:15;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;21;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;BORBON;30/8/2014;10:00;Asesinatos;36;MASCULINO;UNION LIBRE;ECUADOR;18;REVOLVER            ;AMENAZA
ZONA 7;LOJA;LOJA;LOJA;EL VALLE;30/8/2014;2:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;250;PALO;ROBO DE CARROS
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;ATACAMES;31/8/2014;6:00;Homicidios;24;FEMENINO;SOLTERO;ECUADOR;659;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;31/8/2014;17:00;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;518;OTRO;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;31/8/2014;23:50;Sicariatos;46;MASCULINO;DIVORCIADO;ECUADOR;625;REVOLVER            ;AMENAZA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;3/9/2014;1:30;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;375;OTROS ARMA CORTA;AMENAZA
ZONA 8;GUAYAS;DURAN;DURAN;LA HERRADURA;10/8/2014;4:00;Homicidios;35;MASCULINO;CASADO;ECUADOR;57;OBJETO CONTUSO;RIÑAS
ZONA 3;CHIMBORAZO;CHUNCHI;ALAUSI;CHUNCHI;17/7/2014;9:00;Homicidios;50;MASCULINO;VIUDO;ECUADOR;166;PISTOLA             ;EMOCIONAL
ZONA 7;EL_ORO;MACHALA;MACHALA;JAMBELI CENTRO;4/9/2014;5:40;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR;137;CUCHILLO            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;1/9/2014;19:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;210;CORTO PUNZANTE;RIÑAS
ZONA 4;MANABI;JAMA;PEDERNALES;JAMA;3/9/2014;20:40;Asesinatos;42;MASCULINO;UNION LIBRE;ECUADOR;82;CUCHILLO            ;SENTIMENTAL
ZONA 4;MANABI;JAMA;PEDERNALES;JAMA;3/9/2014;8:30;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR;29;CORTO PUNZANTE;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;5/9/2014;2:00;Femicidios;24;FEMENINO;SOLTERO;ECUADOR;24;MACHETE             ;AMENAZA
